x,y,r,theta
419,239,100,0
418,239,100,0
418,239,100,0
418,239,100,0
418,239,100,0
418,239,100,0
418,240,100,0
418,240,100,0
418,240,100,0
418,240,100,0
418,240,100,1
418,240,100,1
418,241,100,1
418,241,100,1
418,241,100,1
418,241,100,1
418,241,100,1
418,241,100,1
418,242,100,1
418,242,100,1
418,242,100,2
418,242,100,2
418,242,100,2
418,243,100,2
418,243,100,2
418,243,100,2
418,243,100,2
418,243,100,2
418,243,100,2
418,244,100,2
418,244,100,2
418,244,100,3
418,244,100,3
418,244,100,3
418,244,100,3
418,245,100,3
418,245,100,3
418,245,100,3
418,245,100,3
418,245,100,3
418,245,100,3
418,246,100,4
418,246,100,4
418,246,100,4
418,246,100,4
418,246,100,4
418,247,100,4
418,247,100,4
418,247,100,4
418,247,100,4
418,247,100,4
418,247,100,5
418,248,100,5
418,248,100,5
418,248,100,5
418,248,100,5
418,248,100,5
418,248,100,5
418,249,100,5
418,249,100,5
418,249,100,5
418,249,100,6
418,249,100,6
418,249,100,6
418,250,100,6
418,250,100,6
418,250,100,6
418,250,100,6
418,250,100,6
418,251,100,6
418,251,100,6
418,251,100,7
418,251,100,7
418,251,100,7
418,251,100,7
418,252,100,7
418,252,100,7
418,252,100,7
418,252,100,7
418,252,100,7
418,252,100,7
418,253,100,8
417,253,100,8
417,253,100,8
417,253,100,8
417,253,100,8
417,253,100,8
417,254,100,8
417,254,100,8
417,254,100,8
417,254,100,8
417,254,100,9
417,254,100,9
417,255,100,9
417,255,100,9
417,255,100,9
417,255,100,9
417,255,100,9
417,256,100,9
417,256,100,9
417,256,100,10
417,256,100,10
417,256,100,10
417,256,100,10
417,257,100,10
417,257,100,10
417,257,100,10
417,257,100,10
417,257,100,10
417,257,100,10
417,258,100,11
417,258,100,11
417,258,100,11
417,258,100,11
417,258,100,11
416,258,100,11
416,259,100,11
416,259,100,11
416,259,100,11
416,259,100,11
416,259,100,12
416,259,100,12
416,260,100,12
416,260,100,12
416,260,100,12
416,260,100,12
416,260,100,12
416,260,100,12
416,261,100,12
416,261,100,12
416,261,100,13
416,261,100,13
416,261,100,13
416,262,100,13
416,262,100,13
416,262,100,13
416,262,100,13
416,262,100,13
416,262,100,13
416,263,100,13
416,263,100,14
415,263,100,14
415,263,100,14
415,263,100,14
415,263,100,14
415,264,100,14
415,264,100,14
415,264,100,14
415,264,100,14
415,264,100,14
415,264,100,15
415,265,100,15
415,265,100,15
415,265,100,15
415,265,100,15
415,265,100,15
415,265,100,15
415,266,100,15
415,266,100,15
415,266,100,15
415,266,100,16
415,266,100,16
415,266,100,16
414,267,100,16
414,267,100,16
414,267,100,16
414,267,100,16
414,267,100,16
414,267,100,16
414,268,100,16
414,268,100,17
414,268,100,17
414,268,100,17
414,268,100,17
414,268,100,17
414,269,100,17
414,269,100,17
414,269,100,17
414,269,100,17
414,269,100,17
414,269,100,18
414,270,100,18
413,270,100,18
413,270,100,18
413,270,100,18
413,270,100,18
413,270,100,18
413,271,100,18
413,271,100,18
413,271,100,18
413,271,100,19
413,271,100,19
413,271,100,19
413,272,100,19
413,272,100,19
413,272,100,19
413,272,100,19
413,272,100,19
413,272,100,19
413,273,100,19
412,273,100,20
412,273,100,20
412,273,100,20
412,273,100,20
412,273,100,20
412,274,100,20
412,274,100,20
412,274,100,20
412,274,100,20
412,274,100,20
412,274,100,21
412,274,100,21
412,275,100,21
412,275,100,21
412,275,100,21
412,275,100,21
411,275,100,21
411,275,100,21
411,276,100,21
411,276,100,21
411,276,100,22
411,276,100,22
411,276,100,22
411,276,100,22
411,277,100,22
411,277,100,22
411,277,100,22
411,277,100,22
411,277,100,22
411,277,100,22
411,278,100,23
410,278,100,23
410,278,100,23
410,278,100,23
410,278,100,23
410,278,100,23
410,279,100,23
410,279,100,23
410,279,100,23
410,279,100,23
410,279,100,24
410,279,100,24
410,279,100,24
410,280,100,24
410,280,100,24
409,280,100,24
409,280,100,24
409,280,100,24
409,280,100,24
409,281,100,24
409,281,100,25
409,281,100,25
409,281,100,25
409,281,100,25
409,281,100,25
409,282,100,25
409,282,100,25
409,282,100,25
409,282,100,25
408,282,100,25
408,282,100,26
408,282,100,26
408,283,100,26
408,283,100,26
408,283,100,26
408,283,100,26
408,283,100,26
408,283,100,26
408,284,100,26
408,284,100,26
408,284,100,27
408,284,100,27
407,284,100,27
407,284,100,27
407,285,100,27
407,285,100,27
407,285,100,27
407,285,100,27
407,285,100,27
407,285,100,27
407,285,100,28
407,286,100,28
407,286,100,28
407,286,100,28
406,286,100,28
406,286,100,28
406,286,100,28
406,287,100,28
406,287,100,28
406,287,100,28
406,287,100,29
406,287,100,29
406,287,100,29
406,287,100,29
406,288,100,29
406,288,100,29
405,288,100,29
405,288,100,29
405,288,100,29
405,288,100,29
405,289,100,30
405,289,100,30
405,289,100,30
405,289,100,30
405,289,100,30
405,289,100,30
405,289,100,30
404,290,100,30
404,290,100,30
404,290,100,30
404,290,100,31
404,290,100,31
404,290,100,31
404,290,100,31
404,291,100,31
404,291,100,31
404,291,100,31
404,291,100,31
403,291,100,31
403,291,100,31
403,291,100,32
403,292,100,32
403,292,100,32
403,292,100,32
403,292,100,32
403,292,100,32
403,292,100,32
403,293,100,32
403,293,100,32
402,293,100,32
402,293,100,33
402,293,100,33
402,293,100,33
402,293,100,33
402,294,100,33
402,294,100,33
402,294,100,33
402,294,100,33
402,294,100,33
402,294,100,33
401,294,100,34
401,295,100,34
401,295,100,34
401,295,100,34
401,295,100,34
401,295,100,34
401,295,100,34
401,295,100,34
401,296,100,34
401,296,100,34
400,296,100,35
400,296,100,35
400,296,100,35
400,296,100,35
400,296,100,35
400,297,100,35
400,297,100,35
400,297,100,35
400,297,100,35
400,297,100,35
399,297,100,36
399,297,100,36
399,298,100,36
399,298,100,36
399,298,100,36
399,298,100,36
399,298,100,36
399,298,100,36
399,298,100,36
398,299,100,36
398,299,100,37
398,299,100,37
398,299,100,37
398,299,100,37
398,299,100,37
398,299,100,37
398,300,100,37
398,300,100,37
398,300,100,37
397,300,100,37
397,300,100,37
397,300,100,38
397,300,100,38
397,300,100,38
397,301,100,38
397,301,100,38
397,301,100,38
397,301,100,38
396,301,100,38
396,301,100,38
396,301,100,38
396,302,100,39
396,302,100,39
396,302,100,39
396,302,100,39
396,302,100,39
396,302,100,39
395,302,100,39
395,303,100,39
395,303,100,39
395,303,100,39
395,303,100,40
395,303,100,40
395,303,100,40
395,303,100,40
395,303,100,40
394,304,100,40
394,304,100,40
394,304,100,40
394,304,100,40
394,304,100,40
394,304,100,41
394,304,100,41
394,305,100,41
394,305,100,41
393,305,100,41
393,305,100,41
393,305,100,41
393,305,100,41
393,305,100,41
393,305,100,41
393,306,100,42
393,306,100,42
392,306,100,42
392,306,100,42
392,306,100,42
392,306,100,42
392,306,100,42
392,306,100,42
392,307,100,42
392,307,100,42
392,307,100,43
391,307,100,43
391,307,100,43
391,307,100,43
391,307,100,43
391,307,100,43
391,308,100,43
391,308,100,43
391,308,100,43
390,308,100,43
390,308,100,44
390,308,100,44
390,308,100,44
390,308,100,44
390,309,100,44
390,309,100,44
390,309,100,44
389,309,100,44
389,309,100,44
389,309,100,44
389,309,100,45
389,309,100,45
389,310,100,45
389,310,100,45
389,310,100,45
388,310,100,45
388,310,100,45
388,310,100,45
388,310,100,45
388,310,100,45
388,311,100,46
388,311,100,46
388,311,100,46
387,311,100,46
387,311,100,46
387,311,100,46
387,311,100,46
387,311,100,46
387,312,100,46
387,312,100,46
387,312,100,47
386,312,100,47
386,312,100,47
386,312,100,47
386,312,100,47
386,312,100,47
386,312,100,47
386,313,100,47
386,313,100,47
385,313,100,47
385,313,100,48
385,313,100,48
385,313,100,48
385,313,100,48
385,313,100,48
385,314,100,48
385,314,100,48
384,314,100,48
384,314,100,48
384,314,100,48
384,314,100,49
384,314,100,49
384,314,100,49
384,314,100,49
383,315,100,49
383,315,100,49
383,315,100,49
383,315,100,49
383,315,100,49
383,315,100,49
383,315,100,50
383,315,100,50
382,315,100,50
382,316,100,50
382,316,100,50
382,316,100,50
382,316,100,50
382,316,100,50
382,316,100,50
381,316,100,50
381,316,100,51
381,316,100,51
381,317,100,51
381,317,100,51
381,317,100,51
381,317,100,51
380,317,100,51
380,317,100,51
380,317,100,51
380,317,100,51
380,317,100,52
380,318,100,52
380,318,100,52
380,318,100,52
379,318,100,52
379,318,100,52
379,318,100,52
379,318,100,52
379,318,100,52
379,318,100,52
379,318,100,53
378,319,100,53
378,319,100,53
378,319,100,53
378,319,100,53
378,319,100,53
378,319,100,53
378,319,100,53
377,319,100,53
377,319,100,53
377,320,100,54
377,320,100,54
377,320,100,54
377,320,100,54
377,320,100,54
376,320,100,54
376,320,100,54
376,320,100,54
376,320,100,54
376,320,100,54
376,321,100,55
376,321,100,55
375,321,100,55
375,321,100,55
375,321,100,55
375,321,100,55
375,321,100,55
375,321,100,55
375,321,100,55
374,321,100,55
374,322,100,56
374,322,100,56
374,322,100,56
374,322,100,56
374,322,100,56
374,322,100,56
373,322,100,56
373,322,100,56
373,322,100,56
373,322,100,56
373,322,100,57
373,323,100,57
373,323,100,57
372,323,100,57
372,323,100,57
372,323,100,57
372,323,100,57
372,323,100,57
372,323,100,57
371,323,100,57
371,323,100,58
371,323,100,58
371,324,100,58
371,324,100,58
371,324,100,58
371,324,100,58
370,324,100,58
370,324,100,58
370,324,100,58
370,324,100,58
370,324,100,59
370,324,100,59
370,324,100,59
369,325,100,59
369,325,100,59
369,325,100,59
369,325,100,59
369,325,100,59
369,325,100,59
369,325,100,59
368,325,100,60
368,325,100,60
368,325,100,60
368,325,100,60
368,326,100,60
368,326,100,60
367,326,100,60
367,326,100,60
367,326,100,60
367,326,100,60
367,326,100,61
367,326,100,61
367,326,100,61
366,326,100,61
366,326,100,61
366,326,100,61
366,327,100,61
366,327,100,61
366,327,100,61
365,327,100,61
365,327,100,62
365,327,100,62
365,327,100,62
365,327,100,62
365,327,100,62
365,327,100,62
364,327,100,62
364,327,100,62
364,328,100,62
364,328,100,62
364,328,100,63
364,328,100,63
363,328,100,63
363,328,100,63
363,328,100,63
363,328,100,63
363,328,100,63
363,328,100,63
362,328,100,63
362,328,100,63
362,328,100,64
362,329,100,64
362,329,100,64
362,329,100,64
362,329,100,64
361,329,100,64
361,329,100,64
361,329,100,64
361,329,100,64
361,329,100,64
361,329,100,65
360,329,100,65
360,329,100,65
360,329,100,65
360,329,100,65
360,330,100,65
360,330,100,65
359,330,100,65
359,330,100,65
359,330,100,65
359,330,100,66
359,330,100,66
359,330,100,66
359,330,100,66
358,330,100,66
358,330,100,66
358,330,100,66
358,330,100,66
358,330,100,66
358,331,100,66
357,331,100,67
357,331,100,67
357,331,100,67
357,331,100,67
357,331,100,67
357,331,100,67
356,331,100,67
356,331,100,67
356,331,100,67
356,331,100,67
356,331,100,68
356,331,100,68
355,331,100,68
355,331,100,68
355,332,100,68
355,332,100,68
355,332,100,68
355,332,100,68
355,332,100,68
354,332,100,68
354,332,100,69
354,332,100,69
354,332,100,69
354,332,100,69
354,332,100,69
353,332,100,69
353,332,100,69
353,332,100,69
353,332,100,69
353,332,100,69
353,333,100,70
352,333,100,70
352,333,100,70
352,333,100,70
352,333,100,70
352,333,100,70
352,333,100,70
351,333,100,70
351,333,100,70
351,333,100,70
351,333,100,71
351,333,100,71
351,333,100,71
350,333,100,71
350,333,100,71
350,333,100,71
350,333,100,71
350,333,100,71
350,334,100,71
349,334,100,71
349,334,100,72
349,334,100,72
349,334,100,72
349,334,100,72
349,334,100,72
348,334,100,72
348,334,100,72
348,334,100,72
348,334,100,72
348,334,100,72
348,334,100,73
347,334,100,73
347,334,100,73
347,334,100,73
347,334,100,73
347,334,100,73
347,334,100,73
346,335,100,73
346,335,100,73
346,335,100,73
346,335,100,74
346,335,100,74
346,335,100,74
345,335,100,74
345,335,100,74
345,335,100,74
345,335,100,74
345,335,100,74
345,335,100,74
344,335,100,74
344,335,100,75
344,335,100,75
344,335,100,75
344,335,100,75
344,335,100,75
343,335,100,75
343,335,100,75
343,335,100,75
343,335,100,75
343,336,100,75
343,336,100,76
342,336,100,76
342,336,100,76
342,336,100,76
342,336,100,76
342,336,100,76
342,336,100,76
341,336,100,76
341,336,100,76
341,336,100,76
341,336,100,77
341,336,100,77
340,336,100,77
340,336,100,77
340,336,100,77
340,336,100,77
340,336,100,77
340,336,100,77
339,336,100,77
339,336,100,77
339,336,100,78
339,336,100,78
339,336,100,78
339,336,100,78
338,336,100,78
338,337,100,78
338,337,100,78
338,337,100,78
338,337,100,78
338,337,100,78
337,337,100,79
337,337,100,79
337,337,100,79
337,337,100,79
337,337,100,79
337,337,100,79
336,337,100,79
336,337,100,79
336,337,100,79
336,337,100,79
336,337,100,80
336,337,100,80
335,337,100,80
335,337,100,80
335,337,100,80
335,337,100,80
335,337,100,80
334,337,100,80
334,337,100,80
334,337,100,80
334,337,100,81
334,337,100,81
334,337,100,81
333,337,100,81
333,337,100,81
333,337,100,81
333,337,100,81
333,337,100,81
333,338,100,81
332,338,100,81
332,338,100,82
332,338,100,82
332,338,100,82
332,338,100,82
332,338,100,82
331,338,100,82
331,338,100,82
331,338,100,82
331,338,100,82
331,338,100,82
331,338,100,83
330,338,100,83
330,338,100,83
330,338,100,83
330,338,100,83
330,338,100,83
329,338,100,83
329,338,100,83
329,338,100,83
329,338,100,83
329,338,100,84
329,338,100,84
328,338,100,84
328,338,100,84
328,338,100,84
328,338,100,84
328,338,100,84
328,338,100,84
327,338,100,84
327,338,100,84
327,338,100,85
327,338,100,85
327,338,100,85
327,338,100,85
326,338,100,85
326,338,100,85
326,338,100,85
326,338,100,85
326,338,100,85
325,338,100,85
325,338,100,86
325,338,100,86
325,338,100,86
325,338,100,86
325,338,100,86
324,338,100,86
324,338,100,86
324,338,100,86
324,338,100,86
324,338,100,86
324,338,100,87
323,338,100,87
323,338,100,87
323,338,100,87
323,338,100,87
323,338,100,87
323,338,100,87
322,338,100,87
322,338,100,87
322,338,100,87
322,338,100,88
322,338,100,88
321,338,100,88
321,338,100,88
321,338,100,88
321,338,100,88
321,338,100,88
321,338,100,88
320,338,100,88
320,338,100,88
320,338,100,89
320,338,100,89
320,338,100,89
320,338,100,89
319,338,100,89
319,338,100,89
319,338,100,89
319,338,100,89
319,338,100,89
319,339,100,89
318,338,100,90
318,338,100,90
318,338,100,90
318,338,100,90
318,338,100,90
317,338,100,90
317,338,100,90
317,338,100,90
317,338,100,90
317,338,100,90
317,338,100,91
316,338,100,91
316,338,100,91
316,338,100,91
316,338,100,91
316,338,100,91
316,338,100,91
315,338,100,91
315,338,100,91
315,338,100,91
315,338,100,92
315,338,100,92
314,338,100,92
314,338,100,92
314,338,100,92
314,338,100,92
314,338,100,92
314,338,100,92
313,338,100,92
313,338,100,92
313,338,100,93
313,338,100,93
313,338,100,93
313,338,100,93
312,338,100,93
312,338,100,93
312,338,100,93
312,338,100,93
312,338,100,93
312,338,100,93
311,338,100,94
311,338,100,94
311,338,100,94
311,338,100,94
311,338,100,94
310,338,100,94
310,338,100,94
310,338,100,94
310,338,100,94
310,338,100,94
310,338,100,95
309,338,100,95
309,338,100,95
309,338,100,95
309,338,100,95
309,338,100,95
309,338,100,95
308,338,100,95
308,338,100,95
308,338,100,95
308,338,100,96
308,338,100,96
308,338,100,96
307,338,100,96
307,338,100,96
307,338,100,96
307,338,100,96
307,338,100,96
306,338,100,96
306,338,100,96
306,338,100,97
306,338,100,97
306,338,100,97
306,338,100,97
305,338,100,97
305,338,100,97
305,338,100,97
305,338,100,97
305,338,100,97
305,338,100,97
304,338,100,98
304,337,100,98
304,337,100,98
304,337,100,98
304,337,100,98
304,337,100,98
303,337,100,98
303,337,100,98
303,337,100,98
303,337,100,98
303,337,100,99
303,337,100,99
302,337,100,99
302,337,100,99
302,337,100,99
302,337,100,99
302,337,100,99
301,337,100,99
301,337,100,99
301,337,100,99
301,337,100,100
301,337,100,100
301,337,100,100
300,337,100,100
300,337,100,100
300,337,100,100
300,337,100,100
300,337,100,100
300,337,100,100
299,337,100,100
299,337,100,101
299,337,100,101
299,337,100,101
299,337,100,101
299,336,100,101
298,336,100,101
298,336,100,101
298,336,100,101
298,336,100,101
298,336,100,101
298,336,100,102
297,336,100,102
297,336,100,102
297,336,100,102
297,336,100,102
297,336,100,102
297,336,100,102
296,336,100,102
296,336,100,102
296,336,100,102
296,336,100,103
296,336,100,103
295,336,100,103
295,336,100,103
295,336,100,103
295,336,100,103
295,336,100,103
295,336,100,103
294,336,100,103
294,336,100,103
294,335,100,104
294,335,100,104
294,335,100,104
294,335,100,104
293,335,100,104
293,335,100,104
293,335,100,104
293,335,100,104
293,335,100,104
293,335,100,104
292,335,100,105
292,335,100,105
292,335,100,105
292,335,100,105
292,335,100,105
292,335,100,105
291,335,100,105
291,335,100,105
291,335,100,105
291,335,100,105
291,335,100,106
291,335,100,106
290,334,100,106
290,334,100,106
290,334,100,106
290,334,100,106
290,334,100,106
290,334,100,106
289,334,100,106
289,334,100,106
289,334,100,107
289,334,100,107
289,334,100,107
289,334,100,107
288,334,100,107
288,334,100,107
288,334,100,107
288,334,100,107
288,334,100,107
288,334,100,107
287,334,100,108
287,333,100,108
287,333,100,108
287,333,100,108
287,333,100,108
287,333,100,108
286,333,100,108
286,333,100,108
286,333,100,108
286,333,100,108
286,333,100,109
286,333,100,109
285,333,100,109
285,333,100,109
285,333,100,109
285,333,100,109
285,333,100,109
285,333,100,109
284,333,100,109
284,332,100,109
284,332,100,110
284,332,100,110
284,332,100,110
284,332,100,110
283,332,100,110
283,332,100,110
283,332,100,110
283,332,100,110
283,332,100,110
283,332,100,110
283,332,100,111
282,332,100,111
282,332,100,111
282,332,100,111
282,332,100,111
282,331,100,111
282,331,100,111
281,331,100,111
281,331,100,111
281,331,100,111
281,331,100,112
281,331,100,112
281,331,100,112
280,331,100,112
280,331,100,112
280,331,100,112
280,331,100,112
280,331,100,112
280,331,100,112
279,331,100,112
279,330,100,113
279,330,100,113
279,330,100,113
279,330,100,113
279,330,100,113
278,330,100,113
278,330,100,113
278,330,100,113
278,330,100,113
278,330,100,113
278,330,100,114
278,330,100,114
277,330,100,114
277,330,100,114
277,329,100,114
277,329,100,114
277,329,100,114
277,329,100,114
276,329,100,114
276,329,100,114
276,329,100,115
276,329,100,115
276,329,100,115
276,329,100,115
275,329,100,115
275,329,100,115
275,329,100,115
275,329,100,115
275,328,100,115
275,328,100,115
275,328,100,116
274,328,100,116
274,328,100,116
274,328,100,116
274,328,100,116
274,328,100,116
274,328,100,116
273,328,100,116
273,328,100,116
273,328,100,116
273,328,100,117
273,327,100,117
273,327,100,117
272,327,100,117
272,327,100,117
272,327,100,117
272,327,100,117
272,327,100,117
272,327,100,117
272,327,100,117
271,327,100,118
271,327,100,118
271,327,100,118
271,326,100,118
271,326,100,118
271,326,100,118
270,326,100,118
270,326,100,118
270,326,100,118
270,326,100,118
270,326,100,119
270,326,100,119
270,326,100,119
269,326,100,119
269,326,100,119
269,325,100,119
269,325,100,119
269,325,100,119
269,325,100,119
269,325,100,119
268,325,100,120
268,325,100,120
268,325,100,120
268,325,100,120
268,325,100,120
268,325,100,120
267,324,100,120
267,324,100,120
267,324,100,120
267,324,100,120
267,324,100,121
267,324,100,121
267,324,100,121
266,324,100,121
266,324,100,121
266,324,100,121
266,324,100,121
266,323,100,121
266,323,100,121
266,323,100,121
265,323,100,122
265,323,100,122
265,323,100,122
265,323,100,122
265,323,100,122
265,323,100,122
264,323,100,122
264,323,100,122
264,322,100,122
264,322,100,122
264,322,100,123
264,322,100,123
264,322,100,123
263,322,100,123
263,322,100,123
263,322,100,123
263,322,100,123
263,322,100,123
263,322,100,123
263,321,100,123
262,321,100,124
262,321,100,124
262,321,100,124
262,321,100,124
262,321,100,124
262,321,100,124
262,321,100,124
261,321,100,124
261,321,100,124
261,320,100,124
261,320,100,125
261,320,100,125
261,320,100,125
261,320,100,125
260,320,100,125
260,320,100,125
260,320,100,125
260,320,100,125
260,320,100,125
260,319,100,125
260,319,100,126
259,319,100,126
259,319,100,126
259,319,100,126
259,319,100,126
259,319,100,126
259,319,100,126
259,319,100,126
258,318,100,126
258,318,100,126
258,318,100,127
258,318,100,127
258,318,100,127
258,318,100,127
258,318,100,127
257,318,100,127
257,318,100,127
257,318,100,127
257,317,100,127
257,317,100,127
257,317,100,128
257,317,100,128
257,317,100,128
256,317,100,128
256,317,100,128
256,317,100,128
256,317,100,128
256,316,100,128
256,316,100,128
256,316,100,128
255,316,100,129
255,316,100,129
255,316,100,129
255,316,100,129
255,316,100,129
255,316,100,129
255,315,100,129
254,315,100,129
254,315,100,129
254,315,100,129
254,315,100,130
254,315,100,130
254,315,100,130
254,315,100,130
254,315,100,130
253,314,100,130
253,314,100,130
253,314,100,130
253,314,100,130
253,314,100,130
253,314,100,131
253,314,100,131
253,314,100,131
252,314,100,131
252,313,100,131
252,313,100,131
252,313,100,131
252,313,100,131
252,313,100,131
252,313,100,131
251,313,100,132
251,313,100,132
251,312,100,132
251,312,100,132
251,312,100,132
251,312,100,132
251,312,100,132
251,312,100,132
250,312,100,132
250,312,100,132
250,312,100,133
250,311,100,133
250,311,100,133
250,311,100,133
250,311,100,133
250,311,100,133
249,311,100,133
249,311,100,133
249,311,100,133
249,310,100,133
249,310,100,134
249,310,100,134
249,310,100,134
249,310,100,134
248,310,100,134
248,310,100,134
248,310,100,134
248,309,100,134
248,309,100,134
248,309,100,134
248,309,100,135
248,309,100,135
247,309,100,135
247,309,100,135
247,309,100,135
247,308,100,135
247,308,100,135
247,308,100,135
247,308,100,135
247,308,100,135
246,308,100,136
246,308,100,136
246,308,100,136
246,307,100,136
246,307,100,136
246,307,100,136
246,307,100,136
246,307,100,136
245,307,100,136
245,307,100,136
245,307,100,137
245,306,100,137
245,306,100,137
245,306,100,137
245,306,100,137
245,306,100,137
245,306,100,137
244,306,100,137
244,306,100,137
244,305,100,137
244,305,100,138
244,305,100,138
244,305,100,138
244,305,100,138
244,305,100,138
243,305,100,138
243,305,100,138
243,304,100,138
243,304,100,138
243,304,100,138
243,304,100,139
243,304,100,139
243,304,100,139
243,304,100,139
242,303,100,139
242,303,100,139
242,303,100,139
242,303,100,139
242,303,100,139
242,303,100,139
242,303,100,140
242,303,100,140
242,302,100,140
241,302,100,140
241,302,100,140
241,302,100,140
241,302,100,140
241,302,100,140
241,302,100,140
241,301,100,140
241,301,100,141
241,301,100,141
240,301,100,141
240,301,100,141
240,301,100,141
240,301,100,141
240,300,100,141
240,300,100,141
240,300,100,141
240,300,100,141
240,300,100,142
239,300,100,142
239,300,100,142
239,300,100,142
239,299,100,142
239,299,100,142
239,299,100,142
239,299,100,142
239,299,100,142
239,299,100,142
239,299,100,143
238,298,100,143
238,298,100,143
238,298,100,143
238,298,100,143
238,298,100,143
238,298,100,143
238,298,100,143
